iso_639_3,language_code,script,language_name,total_characters,total_frequency,data_source,years_count,min_year,max_year,relative_path
cha,cha_Latn,Latn,Chamorro,289,4421320,"FineWeb2, v2.1.0",12,2013,2024,DATA/cha_Latn
dhv,dhv_Latn,Latn,Dehu,156,4402482,"FineWeb2, v2.1.0",11,2013,2024,DATA/dhv_Latn
tbg,tbg_Latn,Latn,North Tairora,108,4368852,"FineWeb2, v2.1.0",6,2014,2023,DATA/tbg_Latn
kik,kik_Latn,Latn,Kikuyu,246,4349000,"FineWeb2, v2.1.0",11,2013,2024,DATA/kik_Latn
xal,xal_Cyrl,Cyrl,Kalmyk,515,4339666,"FineWeb2, v2.1.0",12,2013,2024,DATA/xal_Cyrl
smj,smj_Latn,Latn,Lule Sami,218,4334465,"FineWeb2, v2.1.0",12,2013,2024,DATA/smj_Latn
ksd,ksd_Latn,Latn,Kuanua,85,4317492,"FineWeb2, v2.1.0",6,2017,2023,DATA/ksd_Latn
koo,koo_Latn,Latn,Konzo,132,4213781,"FineWeb2, v2.1.0",8,2013,2024,DATA/koo_Latn
abq,abq_Cyrl,Cyrl,Abaza,193,4209076,"FineWeb2, v2.1.0",8,2017,2024,DATA/abq_Cyrl
bam,bam_Latn,Latn,Bambara,553,4204483,"FineWeb2, v2.1.0",12,2013,2024,DATA/bam_Latn
nyn,nyn_Latn,Latn,Nyankole,1020,4192416,"FineWeb2, v2.1.0",11,2013,2024,DATA/nyn_Latn
tab,tab_Cyrl,Cyrl,Tabassaran,216,4165557,"FineWeb2, v2.1.0",8,2013,2024,DATA/tab_Cyrl
pau,pau_Latn,Latn,Palauan,272,4163565,"FineWeb2, v2.1.0",12,2013,2024,DATA/pau_Latn
cuk,cuk_Latn,Latn,San Blas Kuna,179,4146968,"FineWeb2, v2.1.0",12,2013,2024,DATA/cuk_Latn
mgr,mgr_Latn,Latn,Mambwe-Lungu,173,4138752,"FineWeb2, v2.1.0",8,2014,2023,DATA/mgr_Latn
aii,aii_Syrc,Syrc,Assyrian Neo-Aramaic,338,4111082,"FineWeb2, v2.1.0",10,2013,2024,DATA/aii_Syrc
rup,rup_Latn,Latn,Macedo-Romanian,490,4075772,"FineWeb2, v2.1.0",12,2013,2024,DATA/rup_Latn
gag,gag_Cyrl,Cyrl,Gagauz,265,4033180,"FineWeb2, v2.1.0",11,2013,2024,DATA/gag_Cyrl
kwy,kwy_Latn,Latn,San Salvador Kongo,247,4032772,"FineWeb2, v2.1.0",10,2014,2024,DATA/kwy_Latn
bzj,bzj_Latn,Latn,Belize Kriol English,154,4017132,"FineWeb2, v2.1.0",10,2013,2024,DATA/bzj_Latn
war,war_Latn,Latn,Waray (Philippines),695,4012791,"FineWeb2, v2.1.0",12,2013,2024,DATA/war_Latn
jra,jra_Latn,Latn,Jarai,164,3972357,"FineWeb2, v2.1.0",8,2017,2024,DATA/jra_Latn
sid,sid_Latn,Latn,Sidamo,288,3965992,"FineWeb2, v2.1.0",8,2017,2024,DATA/sid_Latn
und,und_Lana,Lana,Undetermined,1391,3954879,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Lana
sop,sop_Latn,Latn,Songe,152,3927870,"FineWeb2, v2.1.0",9,2016,2024,DATA/sop_Latn
und,und_Yiii,Yiii,Undetermined,8811,3919875,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Yiii
rwo,rwo_Latn,Latn,Rawa,82,3912115,"FineWeb2, v2.1.0",7,2014,2023,DATA/rwo_Latn
hnj,hnj_Latn,Latn,Hmong Njua,261,3897931,"FineWeb2, v2.1.0",12,2013,2024,DATA/hnj_Latn
tcy,tcy_Knda,Knda,Tulu,334,3891729,"FineWeb2, v2.1.0",10,2013,2024,DATA/tcy_Knda
xla,xla_Latn,Latn,Kamula,91,3863194,"FineWeb2, v2.1.0",8,2015,2023,DATA/xla_Latn
ncx,ncx_Latn,Latn,Central Puebla Nahuatl,148,3837190,"FineWeb2, v2.1.0",9,2013,2024,DATA/ncx_Latn
jbo,jbo_Latn,Latn,Lojban,1060,3833650,"FineWeb2, v2.1.0",12,2013,2024,DATA/jbo_Latn
vmw,vmw_Latn,Latn,Makhuwa,167,3826012,"FineWeb2, v2.1.0",11,2013,2024,DATA/vmw_Latn
acr,acr_Latn,Latn,Achi,125,3815299,"FineWeb2, v2.1.0",11,2013,2023,DATA/acr_Latn
rad,rad_Latn,Latn,Rade,140,3748598,"FineWeb2, v2.1.0",10,2013,2024,DATA/rad_Latn
amp,amp_Latn,Latn,Alamblak,126,3725382,"FineWeb2, v2.1.0",7,2017,2023,DATA/amp_Latn
zyb,zyb_Latn,Latn,Yongbei Zhuang,3425,3721106,"FineWeb2, v2.1.0",12,2013,2024,DATA/zyb_Latn
msy,msy_Latn,Latn,Aruamu,91,3715860,"FineWeb2, v2.1.0",11,2013,2024,DATA/msy_Latn
raw,raw_Latn,Latn,Rawang,15007,3707464,"FineWeb2, v2.1.0",11,2013,2024,DATA/raw_Latn
gnn,gnn_Latn,Latn,Gumatj,97,3701321,"FineWeb2, v2.1.0",8,2015,2024,DATA/gnn_Latn
rmy,rmy_Cyrl,Cyrl,Vlax Romani,624,3683903,"FineWeb2, v2.1.0",11,2013,2024,DATA/rmy_Cyrl
dar,dar_Cyrl,Cyrl,Dargwa,206,3676374,"FineWeb2, v2.1.0",8,2017,2024,DATA/dar_Cyrl
und,und_Mlym,Mlym,Undetermined,716,3668663,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Mlym
rug,rug_Latn,Latn,Roviana,92,3666469,"FineWeb2, v2.1.0",8,2017,2024,DATA/rug_Latn
pjt,pjt_Latn,Latn,Pitjantjatjara,132,3658995,"FineWeb2, v2.1.0",7,2017,2024,DATA/pjt_Latn
ded,ded_Latn,Latn,Dedua,91,3657528,"FineWeb2, v2.1.0",6,2017,2023,DATA/ded_Latn
kam,kam_Latn,Latn,Kamba (Kenya),153,3639897,"FineWeb2, v2.1.0",10,2013,2024,DATA/kam_Latn
qwh,qwh_Latn,Latn,Huaylas Ancash Quechua,138,3612523,"FineWeb2, v2.1.0",8,2013,2022,DATA/qwh_Latn
cmo,cmo_Latn,Latn,Central Mnong,1206,3606454,"FineWeb2, v2.1.0",12,2013,2024,DATA/cmo_Latn
tzj,tzj_Latn,Latn,Tz'utujil,108,3603867,"FineWeb2, v2.1.0",11,2013,2023,DATA/tzj_Latn
niu,niu_Latn,Latn,Niuean,151,3596015,"FineWeb2, v2.1.0",11,2013,2024,DATA/niu_Latn
und,und_Knda,Knda,Undetermined,562,3592763,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Knda
mbt,mbt_Latn,Latn,Matigsalug Manobo,84,3566759,"FineWeb2, v2.1.0",6,2013,2022,DATA/mbt_Latn
yby,yby_Latn,Latn,Yaweyuha,82,3494868,"FineWeb2, v2.1.0",6,2013,2020,DATA/yby_Latn
fkv,fkv_Latn,Latn,Kven Finnish,205,3491696,"FineWeb2, v2.1.0",12,2013,2024,DATA/fkv_Latn
gum,gum_Latn,Latn,Guambiano,95,3485980,"FineWeb2, v2.1.0",7,2013,2022,DATA/gum_Latn
hus,hus_Latn,Latn,Huastec,155,3484767,"FineWeb2, v2.1.0",11,2013,2024,DATA/hus_Latn
jvn,jvn_Latn,Latn,Caribbean Javanese,117,3471205,"FineWeb2, v2.1.0",10,2013,2024,DATA/jvn_Latn
jam,jam_Latn,Latn,Jamaican Creole English,1328,3454809,"FineWeb2, v2.1.0",12,2013,2024,DATA/jam_Latn
yss,yss_Latn,Latn,Yessan-Mayo,77,3454727,"FineWeb2, v2.1.0",8,2017,2024,DATA/yss_Latn
und,und_Egyp,Egyp,Undetermined,8556,3454506,"FineWeb2, v2.1.0",9,2013,2024,DATA/und_Egyp
und,und_Taml,Taml,Undetermined,825,3416188,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Taml
nas,nas_Latn,Latn,Naasioi,93,3386559,"FineWeb2, v2.1.0",10,2013,2023,DATA/nas_Latn
ndc,ndc_Latn,Latn,Ndau,134,3377950,"FineWeb2, v2.1.0",8,2015,2023,DATA/ndc_Latn
gfk,gfk_Latn,Latn,Patpatar,93,3363045,"FineWeb2, v2.1.0",8,2016,2023,DATA/gfk_Latn
pcm,pcm_Latn,Latn,Nigerian Pidgin,1326,3343336,"FineWeb2, v2.1.0",12,2013,2024,DATA/pcm_Latn
agg,agg_Latn,Latn,Angor,86,3328336,"FineWeb2, v2.1.0",4,2018,2023,DATA/agg_Latn
tpz,tpz_Latn,Latn,Tinputz,103,3325836,"FineWeb2, v2.1.0",10,2013,2023,DATA/tpz_Latn
cni,cni_Latn,Latn,Asháninka,103,3320223,"FineWeb2, v2.1.0",11,2013,2024,DATA/cni_Latn
dob,dob_Latn,Latn,Dobu,84,3313329,"FineWeb2, v2.1.0",7,2014,2023,DATA/dob_Latn
ata,ata_Latn,Latn,Pele-Ata,93,3311313,"FineWeb2, v2.1.0",8,2013,2023,DATA/ata_Latn
maa,maa_Latn,Latn,San Jerónimo Tecóatl Mazatec,120,3305297,"FineWeb2, v2.1.0",8,2013,2023,DATA/maa_Latn
bhl,bhl_Latn,Latn,Bimin,89,3295142,"FineWeb2, v2.1.0",7,2013,2023,DATA/bhl_Latn
pdc,pdc_Latn,Latn,Pennsylvania German,144,3282687,"FineWeb2, v2.1.0",11,2013,2024,DATA/pdc_Latn
mpx,mpx_Latn,Latn,Misima-Panaeati,88,3277771,"FineWeb2, v2.1.0",8,2013,2022,DATA/mpx_Latn
gur,gur_Latn,Latn,Farefare,132,3273953,"FineWeb2, v2.1.0",11,2013,2024,DATA/gur_Latn
und,und_Geor,Geor,Undetermined,816,3268783,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Geor
ncj,ncj_Latn,Latn,Northern Puebla Nahuatl,183,3261151,"FineWeb2, v2.1.0",12,2013,2024,DATA/ncj_Latn
mjw,mjw_Latn,Latn,Karbi,109,3246392,"FineWeb2, v2.1.0",10,2013,2023,DATA/mjw_Latn
lld,lld_Latn,Latn,Ladin,237,3223147,"FineWeb2, v2.1.0",12,2013,2024,DATA/lld_Latn
tlf,tlf_Latn,Latn,Telefol,80,3215954,"FineWeb2, v2.1.0",5,2015,2022,DATA/tlf_Latn
hwc,hwc_Latn,Latn,Hawai'i Creole English,175,3180091,"FineWeb2, v2.1.0",12,2013,2024,DATA/hwc_Latn
aom,aom_Latn,Latn,Ömie,79,3172730,"FineWeb2, v2.1.0",3,2018,2023,DATA/aom_Latn
und,und_Telu,Telu,Undetermined,706,3162252,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Telu
lzh,lzh_Hani,Hani,Literary Chinese,12813,3136226,"FineWeb2, v2.1.0",11,2014,2024,DATA/lzh_Hani
trv,trv_Latn,Latn,Sediq,3150,3119337,"FineWeb2, v2.1.0",8,2017,2024,DATA/trv_Latn
guj,guj_Latn,Latn,Gujarati,455,3094031,"FineWeb2, v2.1.0",12,2013,2024,DATA/guj_Latn
med,med_Latn,Latn,Melpa,91,3078182,"FineWeb2, v2.1.0",6,2017,2023,DATA/med_Latn
kjh,kjh_Cyrl,Cyrl,Khakas,297,3076872,"FineWeb2, v2.1.0",11,2013,2024,DATA/kjh_Cyrl
bqc,bqc_Latn,Latn,Boko (Benin),114,3075846,"FineWeb2, v2.1.0",9,2013,2022,DATA/bqc_Latn
ami,ami_Latn,Latn,Amis,4160,3065966,"FineWeb2, v2.1.0",11,2014,2024,DATA/ami_Latn
viv,viv_Latn,Latn,Iduna,80,3019221,"FineWeb2, v2.1.0",4,2018,2021,DATA/viv_Latn
sgc,sgc_Latn,Latn,Kipsigis,107,3005470,"FineWeb2, v2.1.0",9,2013,2023,DATA/sgc_Latn
ffm,ffm_Latn,Latn,Maasina Fulfulde,174,2992104,"FineWeb2, v2.1.0",12,2013,2024,DATA/ffm_Latn
aau,aau_Latn,Latn,Abau,87,2985857,"FineWeb2, v2.1.0",9,2013,2023,DATA/aau_Latn
djk,djk_Latn,Latn,Eastern Maroon Creole,128,2985709,"FineWeb2, v2.1.0",10,2013,2024,DATA/djk_Latn
kmh,kmh_Latn,Latn,Kalam,94,2983233,"FineWeb2, v2.1.0",9,2013,2024,DATA/kmh_Latn
ptu,ptu_Latn,Latn,Bambam,95,2970461,"FineWeb2, v2.1.0",11,2013,2024,DATA/ptu_Latn
agu,agu_Latn,Latn,Aguacateco,98,2962595,"FineWeb2, v2.1.0",7,2013,2023,DATA/agu_Latn
bum,bum_Latn,Latn,Bulu (Cameroon),137,2953901,"FineWeb2, v2.1.0",10,2014,2024,DATA/bum_Latn
bin,bin_Latn,Latn,Bini,129,2950227,"FineWeb2, v2.1.0",9,2013,2024,DATA/bin_Latn
nak,nak_Latn,Latn,Nakanai,83,2941828,"FineWeb2, v2.1.0",5,2013,2020,DATA/nak_Latn
ikt,ikt_Latn,Latn,Inuinnaqtun,234,2931749,"FineWeb2, v2.1.0",9,2013,2024,DATA/ikt_Latn
bnp,bnp_Latn,Latn,Bola,90,2930605,"FineWeb2, v2.1.0",9,2013,2023,DATA/bnp_Latn
njo,njo_Latn,Latn,Ao Naga,165,2905826,"FineWeb2, v2.1.0",10,2013,2024,DATA/njo_Latn
urh,urh_Latn,Latn,Urhobo,128,2904801,"FineWeb2, v2.1.0",8,2013,2023,DATA/urh_Latn
bvz,bvz_Latn,Latn,Bauzi,79,2900438,"FineWeb2, v2.1.0",3,2013,2017,DATA/bvz_Latn
chu,chu_Cyrl,Cyrl,Church Slavic,503,2894654,"FineWeb2, v2.1.0",11,2013,2024,DATA/chu_Cyrl
kyc,kyc_Latn,Latn,Kyaka,80,2892554,"FineWeb2, v2.1.0",8,2013,2024,DATA/kyc_Latn
kmg,kmg_Latn,Latn,Kâte,117,2891312,"FineWeb2, v2.1.0",8,2017,2024,DATA/kmg_Latn
und,und_Bali,Bali,Undetermined,704,2887672,"FineWeb2, v2.1.0",9,2014,2024,DATA/und_Bali
nia,nia_Latn,Latn,Nias,258,2884850,"FineWeb2, v2.1.0",11,2013,2024,DATA/nia_Latn
boj,boj_Latn,Latn,Anjam,83,2875223,"FineWeb2, v2.1.0",7,2017,2023,DATA/boj_Latn
asm,asm_Latn,Latn,Assamese,472,2873649,"FineWeb2, v2.1.0",12,2013,2024,DATA/asm_Latn
ote,ote_Latn,Latn,Mezquital Otomi,197,2866903,"FineWeb2, v2.1.0",11,2013,2024,DATA/ote_Latn
ixl,ixl_Latn,Latn,Ixil,123,2828545,"FineWeb2, v2.1.0",11,2013,2023,DATA/ixl_Latn
aaz,aaz_Latn,Latn,Amarasi,78,2820135,"FineWeb2, v2.1.0",5,2016,2024,DATA/aaz_Latn
mzn,mzn_Arab,Arab,Mazanderani,603,2818161,"FineWeb2, v2.1.0",12,2013,2024,DATA/mzn_Arab
bjr,bjr_Latn,Latn,Binumarien,90,2807412,"FineWeb2, v2.1.0",6,2014,2023,DATA/bjr_Latn
mbb,mbb_Latn,Latn,Western Bukidnon Manobo,86,2804393,"FineWeb2, v2.1.0",6,2018,2023,DATA/mbb_Latn
xsm,xsm_Latn,Latn,Kasem,122,2801678,"FineWeb2, v2.1.0",9,2013,2023,DATA/xsm_Latn
koi,koi_Cyrl,Cyrl,Komi-Permyak,443,2793726,"FineWeb2, v2.1.0",12,2013,2024,DATA/koi_Cyrl
bmu,bmu_Latn,Latn,Somba-Siawari,93,2776356,"FineWeb2, v2.1.0",7,2017,2024,DATA/bmu_Latn
avu,avu_Latn,Latn,Avokaya,123,2764907,"FineWeb2, v2.1.0",9,2013,2024,DATA/avu_Latn
toj,toj_Latn,Latn,Tojolabal,148,2757859,"FineWeb2, v2.1.0",12,2013,2024,DATA/toj_Latn
hak,hak_Latn,Latn,Hakka Chinese,7438,2757041,"FineWeb2, v2.1.0",12,2013,2024,DATA/hak_Latn
tok,tok_Latn,Latn,Toki Pona,1462,2751000,"FineWeb2, v2.1.0",11,2013,2024,DATA/tok_Latn
rnd,rnd_Latn,Latn,Ruund,127,2738769,"FineWeb2, v2.1.0",7,2013,2022,DATA/rnd_Latn
fuv,fuv_Latn,Latn,Nigerian Fulfulde,300,2733855,"FineWeb2, v2.1.0",11,2013,2024,DATA/fuv_Latn
doi,doi_Deva,Deva,Dogri (macrolanguage),552,2732288,"FineWeb2, v2.1.0",11,2013,2024,DATA/doi_Deva
ngu,ngu_Latn,Latn,Guerrero Nahuatl,220,2697475,"FineWeb2, v2.1.0",12,2013,2024,DATA/ngu_Latn
acd,acd_Latn,Latn,Gikyode,82,2690355,"FineWeb2, v2.1.0",4,2013,2022,DATA/acd_Latn
dig,dig_Latn,Latn,Digo,117,2684246,"FineWeb2, v2.1.0",7,2013,2023,DATA/dig_Latn
xsi,xsi_Latn,Latn,Sio,87,2675063,"FineWeb2, v2.1.0",3,2018,2022,DATA/xsi_Latn
aeu,aeu_Latn,Latn,Akeu,309,2668746,"FineWeb2, v2.1.0",7,2017,2024,DATA/aeu_Latn
agm,agm_Latn,Latn,Angaataha,82,2645538,"FineWeb2, v2.1.0",4,2018,2024,DATA/agm_Latn
mco,mco_Latn,Latn,Coatlán Mixe,152,2641078,"FineWeb2, v2.1.0",9,2013,2023,DATA/mco_Latn
bdd,bdd_Latn,Latn,Bunama,77,2640574,"FineWeb2, v2.1.0",7,2018,2024,DATA/bdd_Latn
dgz,dgz_Latn,Latn,Daga,79,2616168,"FineWeb2, v2.1.0",6,2018,2024,DATA/dgz_Latn
yom,yom_Latn,Latn,Yombe,150,2613088,"FineWeb2, v2.1.0",9,2013,2024,DATA/yom_Latn
snp,snp_Latn,Latn,Siane,77,2611904,"FineWeb2, v2.1.0",5,2017,2023,DATA/snp_Latn
teo,teo_Latn,Latn,Teso,115,2610682,"FineWeb2, v2.1.0",12,2013,2024,DATA/teo_Latn
yrk,yrk_Cyrl,Cyrl,Nenets,176,2607776,"FineWeb2, v2.1.0",9,2016,2024,DATA/yrk_Cyrl
klv,klv_Latn,Latn,Maskelynes,96,2604426,"FineWeb2, v2.1.0",5,2017,2023,DATA/klv_Latn
aso,aso_Latn,Latn,Dano,77,2601617,"FineWeb2, v2.1.0",6,2017,2023,DATA/aso_Latn
tcf,tcf_Latn,Latn,Malinaltepec Me'phaa,128,2599517,"FineWeb2, v2.1.0",6,2017,2023,DATA/tcf_Latn
aai,aai_Latn,Latn,Arifama-Miniafia,88,2590015,"FineWeb2, v2.1.0",5,2016,2020,DATA/aai_Latn
kpr,kpr_Latn,Latn,Korafe-Yegha,98,2578492,"FineWeb2, v2.1.0",8,2013,2023,DATA/kpr_Latn
imo,imo_Latn,Latn,Imbongu,83,2564853,"FineWeb2, v2.1.0",4,2013,2020,DATA/imo_Latn
sja,sja_Latn,Latn,Epena,127,2541888,"FineWeb2, v2.1.0",8,2013,2024,DATA/sja_Latn
tos,tos_Latn,Latn,Highland Totonac,93,2537379,"FineWeb2, v2.1.0",7,2013,2022,DATA/tos_Latn
bmh,bmh_Latn,Latn,Kein,87,2533223,"FineWeb2, v2.1.0",7,2013,2024,DATA/bmh_Latn
tee,tee_Latn,Latn,Huehuetla Tepehua,80,2533207,"FineWeb2, v2.1.0",6,2013,2023,DATA/tee_Latn
min,min_Latn,Latn,Minangkabau,326,2529050,"FineWeb2, v2.1.0",11,2014,2024,DATA/min_Latn
quf,quf_Latn,Latn,Lambayeque Quechua,101,2525647,"FineWeb2, v2.1.0",8,2013,2022,DATA/quf_Latn
hla,hla_Latn,Latn,Halia,90,2512656,"FineWeb2, v2.1.0",5,2018,2023,DATA/hla_Latn
dop,dop_Latn,Latn,Lukpa,104,2503156,"FineWeb2, v2.1.0",10,2013,2024,DATA/dop_Latn
zia,zia_Latn,Latn,Zia,86,2490286,"FineWeb2, v2.1.0",4,2018,2023,DATA/zia_Latn
pma,pma_Latn,Latn,Paama,92,2481183,"FineWeb2, v2.1.0",8,2013,2023,DATA/pma_Latn
dww,dww_Latn,Latn,Dawawa,646,2458359,"FineWeb2, v2.1.0",6,2017,2023,DATA/dww_Latn
aey,aey_Latn,Latn,Amele,206,2452581,"FineWeb2, v2.1.0",8,2013,2023,DATA/aey_Latn
qxh,qxh_Latn,Latn,Panao Huánuco Quechua,104,2450878,"FineWeb2, v2.1.0",10,2013,2024,DATA/qxh_Latn
khs,khs_Latn,Latn,Kasua,59,2441611,"FineWeb2, v2.1.0",1,2018,2018,DATA/khs_Latn
bmr,bmr_Latn,Latn,Muinane,77,2438590,"FineWeb2, v2.1.0",6,2013,2019,DATA/bmr_Latn
acu,acu_Latn,Latn,Achuar-Shiwiar,104,2436161,"FineWeb2, v2.1.0",12,2013,2024,DATA/acu_Latn
und,und_Cans,Cans,Undetermined,8190,2431615,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Cans
nqo,nqo_Nkoo,Nkoo,N'Ko,413,2430623,"FineWeb2, v2.1.0",11,2013,2024,DATA/nqo_Nkoo
tca,tca_Latn,Latn,Ticuna,149,2429230,"FineWeb2, v2.1.0",10,2013,2024,DATA/tca_Latn
ifk,ifk_Latn,Latn,Tuwali Ifugao,89,2423850,"FineWeb2, v2.1.0",7,2013,2022,DATA/ifk_Latn
mad,mad_Latn,Latn,Madurese,365,2423560,"FineWeb2, v2.1.0",12,2013,2024,DATA/mad_Latn
wrk,wrk_Latn,Latn,Garrwa,62,2416860,"FineWeb2, v2.1.0",2,2019,2022,DATA/wrk_Latn
mfq,mfq_Latn,Latn,Moba,138,2413843,"FineWeb2, v2.1.0",9,2013,2024,DATA/mfq_Latn
yuj,yuj_Latn,Latn,Karkar-Yuri,91,2394776,"FineWeb2, v2.1.0",6,2018,2023,DATA/yuj_Latn
cav,cav_Latn,Latn,Cavineña,83,2383295,"FineWeb2, v2.1.0",4,2014,2023,DATA/cav_Latn
zne,zne_Latn,Latn,Zande (individual language),141,2379050,"FineWeb2, v2.1.0",8,2013,2024,DATA/zne_Latn
guh,guh_Latn,Latn,Guahibo,91,2377681,"FineWeb2, v2.1.0",7,2013,2022,DATA/guh_Latn
dad,dad_Latn,Latn,Marik,99,2367615,"FineWeb2, v2.1.0",8,2014,2024,DATA/dad_Latn
cbu,cbu_Latn,Latn,Candoshi-Shapra,96,2367018,"FineWeb2, v2.1.0",8,2013,2023,DATA/cbu_Latn
bch,bch_Latn,Latn,Bariai,80,2361288,"FineWeb2, v2.1.0",6,2014,2022,DATA/bch_Latn
bon,bon_Latn,Latn,Bine,89,2358771,"FineWeb2, v2.1.0",6,2017,2023,DATA/bon_Latn
yle,yle_Latn,Latn,Yele,122,2358419,"FineWeb2, v2.1.0",9,2015,2024,DATA/yle_Latn
sua,sua_Latn,Latn,Sulka,80,2356195,"FineWeb2, v2.1.0",5,2013,2019,DATA/sua_Latn
cnk,cnk_Latn,Latn,Khumi Chin,156,2347483,"FineWeb2, v2.1.0",9,2013,2024,DATA/cnk_Latn
bbr,bbr_Latn,Latn,Girawa,144,2347355,"FineWeb2, v2.1.0",6,2018,2023,DATA/bbr_Latn
yon,yon_Latn,Latn,Yongkom,84,2344014,"FineWeb2, v2.1.0",4,2014,2020,DATA/yon_Latn
mux,mux_Latn,Latn,Bo-Ung,92,2339880,"FineWeb2, v2.1.0",6,2013,2023,DATA/mux_Latn
sny,sny_Latn,Latn,Saniyo-Hiyewe,85,2326747,"FineWeb2, v2.1.0",4,2018,2023,DATA/sny_Latn
cbc,cbc_Latn,Latn,Carapana,125,2306224,"FineWeb2, v2.1.0",7,2013,2023,DATA/cbc_Latn
dah,dah_Latn,Latn,Gwahatike,86,2282936,"FineWeb2, v2.1.0",6,2018,2024,DATA/dah_Latn
zpz,zpz_Latn,Latn,Texmelucan Zapotec,95,2279786,"FineWeb2, v2.1.0",7,2013,2022,DATA/zpz_Latn
byx,byx_Latn,Latn,Qaqet,191,2279629,"FineWeb2, v2.1.0",8,2017,2024,DATA/byx_Latn
und,und_Hung,Hung,Undetermined,264,2272197,"FineWeb2, v2.1.0",7,2018,2024,DATA/und_Hung
mpp,mpp_Latn,Latn,Migabac,89,2269603,"FineWeb2, v2.1.0",6,2018,2023,DATA/mpp_Latn
bvr,bvr_Latn,Latn,Burarra,92,2244410,"FineWeb2, v2.1.0",6,2017,2024,DATA/bvr_Latn
bsn,bsn_Latn,Latn,Barasana-Eduria,105,2237584,"FineWeb2, v2.1.0",6,2013,2021,DATA/bsn_Latn
lid,lid_Latn,Latn,Nyindrou,96,2236388,"FineWeb2, v2.1.0",6,2013,2021,DATA/lid_Latn
jae,jae_Latn,Latn,Yabem,98,2232152,"FineWeb2, v2.1.0",7,2017,2024,DATA/jae_Latn
tfr,tfr_Latn,Latn,Teribe,131,2231594,"FineWeb2, v2.1.0",9,2013,2023,DATA/tfr_Latn
aby,aby_Latn,Latn,Aneme Wake,73,2220686,"FineWeb2, v2.1.0",4,2016,2020,DATA/aby_Latn
mrw,mrw_Latn,Latn,Maranao,272,2210705,"FineWeb2, v2.1.0",12,2013,2024,DATA/mrw_Latn
nop,nop_Latn,Latn,Numanggang,108,2187785,"FineWeb2, v2.1.0",7,2013,2023,DATA/nop_Latn
dyi,dyi_Latn,Latn,Djimini Senoufo,91,2185697,"FineWeb2, v2.1.0",3,2019,2024,DATA/dyi_Latn
hto,hto_Latn,Latn,Minica Huitoto,104,2179012,"FineWeb2, v2.1.0",7,2013,2021,DATA/hto_Latn
kqn,kqn_Latn,Latn,Kaonde,129,2169297,"FineWeb2, v2.1.0",8,2013,2022,DATA/kqn_Latn
kyq,kyq_Latn,Latn,Kenga,99,2165315,"FineWeb2, v2.1.0",9,2013,2024,DATA/kyq_Latn
ipi,ipi_Latn,Latn,Ipili,74,2159142,"FineWeb2, v2.1.0",5,2013,2019,DATA/ipi_Latn
taq,taq_Latn,Latn,Tamasheq,326,2156028,"FineWeb2, v2.1.0",12,2013,2024,DATA/taq_Latn
yml,yml_Latn,Latn,Iamalele,82,2155554,"FineWeb2, v2.1.0",7,2017,2024,DATA/yml_Latn
mcq,mcq_Latn,Latn,Ese,81,2146852,"FineWeb2, v2.1.0",7,2017,2023,DATA/mcq_Latn
cok,cok_Latn,Latn,Santa Teresa Cora,91,2144006,"FineWeb2, v2.1.0",3,2018,2024,DATA/cok_Latn
cce,cce_Latn,Latn,Chopi,114,2136616,"FineWeb2, v2.1.0",7,2015,2021,DATA/cce_Latn
und,und_Xsux,Xsux,Undetermined,4985,2134650,"FineWeb2, v2.1.0",8,2017,2024,DATA/und_Xsux
kze,kze_Latn,Latn,Kosena,82,2132418,"FineWeb2, v2.1.0",6,2017,2023,DATA/kze_Latn
bzh,bzh_Latn,Latn,Mapos Buang,95,2131828,"FineWeb2, v2.1.0",4,2017,2020,DATA/bzh_Latn
spl,spl_Latn,Latn,Selepet,78,2130214,"FineWeb2, v2.1.0",4,2018,2024,DATA/spl_Latn
ura,ura_Latn,Latn,Urarina,78,2111688,"FineWeb2, v2.1.0",8,2013,2021,DATA/ura_Latn
lam,lam_Latn,Latn,Lamba,123,2107951,"FineWeb2, v2.1.0",8,2013,2022,DATA/lam_Latn
zpu,zpu_Latn,Latn,Yalálag Zapotec,128,2101672,"FineWeb2, v2.1.0",11,2013,2024,DATA/zpu_Latn
agr,agr_Latn,Latn,Aguaruna,108,2096785,"FineWeb2, v2.1.0",11,2013,2024,DATA/agr_Latn
maz,maz_Latn,Latn,Central Mazahua,131,2085167,"FineWeb2, v2.1.0",11,2013,2024,DATA/maz_Latn
tsz,tsz_Latn,Latn,Purepecha,167,2083322,"FineWeb2, v2.1.0",10,2013,2024,DATA/tsz_Latn
pad,pad_Latn,Latn,Paumarí,94,2082558,"FineWeb2, v2.1.0",6,2013,2022,DATA/pad_Latn
mmx,mmx_Latn,Latn,Madak,114,2082045,"FineWeb2, v2.1.0",10,2015,2024,DATA/mmx_Latn
